course_id,title,title_url,image,summary,rating,review,duration,no_of_lectures,level_course,author,course_card_rating,price
,"Impara ad utilizzare le basi di Fusion 360
Scopri questo fantastico software per realizzare le tue idee con una stampante 3D o una CNCRating: 4.7 out of 5805 reviews1 total hour16 lecturesBeginner",https://www.udemy.com/course/corso-base-su-fusion-360/,https://img-c.udemycdn.com/course/240x135/1944380_b836.jpg,Scopri questo fantastico software per realizzare le tue idee con una stampante 3D o una CNC,Rating: 4.7 out of 5,805 reviews,1 total hour,16 lectures,Beginner,Mattley Artigiano Digitale,-805,Free
,"Curso de Figma em português [O mais assistido do Brasil]
Aprenda a criar interfaces digitais com o mais poderoso editor online de designRating: 4.6 out of 5769 reviews2 total hours9 lecturesAll Levels",https://www.udemy.com/course/curso-de-figma-em-portugues-gratis/,https://img-c.udemycdn.com/course/240x135/4243754_23dd_3.jpg,Aprenda a criar interfaces digitais com o mais poderoso editor online de design,Rating: 4.6 out of 5,769 reviews,2 total hours,9 lectures,All Levels,"David Arty, Edmilson Francisco do Nascimento",-769,Free
,"Crea sitios web con Drupal
Un curso que te enseñara a usar Drupal para poder crear tu sitio web. Drupal es un poderoso administrador de contenido.Rating: 4.6 out of 5715 reviews2 total hours9 lecturesBeginner",https://www.udemy.com/course/curso-basico-de-drupal/,https://img-c.udemycdn.com/course/240x135/177470_b6b7_7.jpg,Un curso que te enseñara a usar Drupal para poder crear tu sitio web. Drupal es un poderoso administrador de contenido.,Rating: 4.6 out of 5,715 reviews,2 total hours,9 lectures,Beginner,Ivan Mejia Fabela,-715,Free
,"Kolay ve Hızlı After Effects CC Öğrenin
A'dan Z'ye Ücretsiz, Hızlı ve Kolay After Effects EğitimiRating: 4.4 out of 5689 reviews5 total hours20 lecturesAll Levels",https://www.udemy.com/course/aftereffectsccdersleri/,https://img-c.udemycdn.com/course/240x135/2734600_a45d.jpg,"A'dan Z'ye Ücretsiz, Hızlı ve Kolay After Effects Eğitimi",Rating: 4.4 out of 5,689 reviews,5 total hours,20 lectures,All Levels,Mustafa Hikmet Aydıngüler,-689,Free
,"Realiza Tu Primer Pagina Web, (HMTL5, CSS & Responsive)
Aprende Desde Cero, Como Realizar Una Página Web, Las Etiquetas De Html 5 , Css & Hacerla Responsive, Para MovilesRating: 4.6 out of 5686 reviews2 total hours13 lecturesAll Levels",https://www.udemy.com/course/realiza-tu-primer-pagina-web-hmtl5-css-responsive/,https://img-c.udemycdn.com/course/240x135/445314_c071_2.jpg,"Aprende Desde Cero, Como Realizar Una Página Web, Las Etiquetas De Html 5 , Css & Hacerla Responsive, Para Moviles",Rating: 4.6 out of 5,686 reviews,2 total hours,13 lectures,All Levels,Investigacion y  Estudio Empresariales,-686,Free
,"WordPress e Elementor - Monte seu primeiro site na internet
WordPress e Elementor será seus aliados para criar seu primeiro site profissional com alta performance.Rating: 4.1 out of 5665 reviewsBeginner",https://www.udemy.com/course/wordpress-iniciantes-crie-ums-site-profissional-mobile/,https://img-c.udemycdn.com/course/240x135/1560412_5b89.jpg,WordPress e Elementor será seus aliados para criar seu primeiro site profissional com alta performance.,Rating: 4.1 out of 5,665 reviews,Beginner,,,Antunes Ramos,-665,Free
,"Introdução ao Design UX/UI
Dê os primeiros passos na área de Design UX/UI com a Cubos Academy!Rating: 4.6 out of 5642 reviews1.5 total hours7 lecturesBeginner",https://www.udemy.com/course/introducao-ao-design-uxui/,https://img-c.udemycdn.com/course/240x135/4240490_38c7_2.jpg,Dê os primeiros passos na área de Design UX/UI com a Cubos Academy!,Rating: 4.6 out of 5,642 reviews,1.5 total hours,7 lectures,Beginner,Cubos Academy,-642,Free
,"Crea una LANDING PAGE moderna con HTML CSS Y Javascript
Aprende a crear una landing page moderna desde 0 con HTML5 CSS3 y JS (Javascript) con animaciones hechas en CSS3Rating: 4.5 out of 5636 reviews1 total hour7 lecturesBeginner",https://www.udemy.com/course/crea-una-landing-page-moderna-con-html-css-y-javascript/,https://img-c.udemycdn.com/course/240x135/2422980_ef24_2.jpg,Aprende a crear una landing page moderna desde 0 con HTML5 CSS3 y JS (Javascript) con animaciones hechas en CSS3,Rating: 4.5 out of 5,636 reviews,1 total hour,7 lectures,Beginner,Jordan Alexander,-636,Free
,"SketchUp para Interiores - Websérie Gratuita
Aprenda a Modelar um ambiente interno em 3D de forma rápida e simples.Rating: 4.8 out of 5613 reviews1 total hour5 lecturesBeginner",https://www.udemy.com/course/sketchup-para-interiores/,https://img-c.udemycdn.com/course/240x135/2280274_e9ce_3.jpg,Aprenda a Modelar um ambiente interno em 3D de forma rápida e simples.,Rating: 4.8 out of 5,613 reviews,1 total hour,5 lectures,Beginner,Jorge Ávila,-613,Free
,"Fundamentos del diseño gráfico (Gratis)
El diseño gráfico va más allá de manejar programas como Photoshop e Illustrator, los fundamentos mejorarán tus diseños.Rating: 4.5 out of 5611 reviews36 total mins11 lecturesBeginner",https://www.udemy.com/course/fundamentos-del-diseno-grafico/,https://img-c.udemycdn.com/course/240x135/4261888_556c_4.jpg,"El diseño gráfico va más allá de manejar programas como Photoshop e Illustrator, los fundamentos mejorarán tus diseños.",Rating: 4.5 out of 5,611 reviews,36 total mins,11 lectures,Beginner,Franklin Josué Méndez Bueso,-611,Free
,"Mac kullanmaya alışmak için temel bilgiler. (Mojave öncesi)
Macintosh işletim sistemine aşina olmak ve rahat bir şekilde kullanmak için gerekli temel bilgiler.Rating: 3.8 out of 5593 reviews1 total hour10 lecturesBeginner",https://www.udemy.com/course/macegiris/,https://img-c.udemycdn.com/course/240x135/1996352_1f17.jpg,Macintosh işletim sistemine aşina olmak ve rahat bir şekilde kullanmak için gerekli temel bilgiler.,Rating: 3.8 out of 5,593 reviews,1 total hour,10 lectures,Beginner,Doğa Aytuna,-593,Free
,"Crea una página web sin programar con WordPress y Divi
Aprende a diseñar una página web tipo one page totalmente responsive, desde cero con WordPress + Divi.Rating: 4.8 out of 5578 reviews2 total hours35 lecturesBeginner",https://www.udemy.com/course/crea-una-pagina-web-sin-programar-con-wordpress-y-divi/,https://img-c.udemycdn.com/course/240x135/1698606_0ca9_5.jpg,"Aprende a diseñar una página web tipo one page totalmente responsive, desde cero con WordPress + Divi.",Rating: 4.8 out of 5,578 reviews,2 total hours,35 lectures,Beginner,Oscar Viedma,-578,Free
,"Crash Course Gratuito de Blender!
Comece agora mesmo a criar suas cenas em 3D!Rating: 4.9 out of 5559 reviews2.5 total hours15 lecturesBeginner",https://www.udemy.com/course/crash-course-de-blender/,https://img-c.udemycdn.com/course/240x135/2657396_7471.jpg,Comece agora mesmo a criar suas cenas em 3D!,Rating: 4.9 out of 5,559 reviews,2.5 total hours,15 lectures,Beginner,Gustavo Rosa,-559,Free
,"Bienvenidos al mundo 3D
Un mundo lleno de maravillasRating: 4.6 out of 5555 reviews1 total hour16 lecturesBeginner",https://www.udemy.com/course/bienvenidos-al-mundo-3d/,https://img-c.udemycdn.com/course/240x135/1636756_66f8_2.jpg,Un mundo lleno de maravillas,Rating: 4.6 out of 5,555 reviews,1 total hour,16 lectures,Beginner,Arthur Victoria,-555,Free
,"Figma tutorial - Diseña una página web con Figma 2022
Aprende a diseñar una página web atractiva con FigmaRating: 4.7 out of 5554 reviews1.5 total hours12 lecturesBeginner",https://www.udemy.com/course/disena-una-increible-pagina-web-con-figma/,https://img-c.udemycdn.com/course/240x135/3294068_93e5_5.jpg,Aprende a diseñar una página web atractiva con Figma,Rating: 4.7 out of 5,554 reviews,1.5 total hours,12 lectures,Beginner,Diego Velazquez,-554,Free
,"Edición de video con Adobe Premiere Pro
Para principiantesRating: 4.7 out of 5548 reviews1.5 total hours11 lecturesBeginner",https://www.udemy.com/course/edicionpremiere/,https://img-c.udemycdn.com/course/240x135/2315274_ea1b.jpg,Para principiantes,Rating: 4.7 out of 5,548 reviews,1.5 total hours,11 lectures,Beginner,Kevin Bossa,-548,Free
,"Mühendisler için CAD CAM ve CAE programı seçimi
CAD, CAM,CAE ve tersine mühendislik program seçimi hakkında önbilgi sahibi olacaksınız.Rating: 4.5 out of 5548 reviews2 total hours13 lecturesAll Levels",https://www.udemy.com/course/cad-cam-cae-program-secimi/,https://img-c.udemycdn.com/course/240x135/3376964_68bf.jpg,"CAD, CAM,CAE ve tersine mühendislik program seçimi hakkında önbilgi sahibi olacaksınız.",Rating: 4.5 out of 5,548 reviews,2 total hours,13 lectures,All Levels,Alp Timuçin Koçak,-548,Free
,"Photoshop para arquitectura: Efecto Boceto
Aprende a manipular los aspectos esenciales de la herramienta pincel en Adobe Photoshop 2019Rating: 4.6 out of 5538 reviews31 total mins8 lecturesAll Levels",https://www.udemy.com/course/photoshop-para-arquitectura-efectos/,https://img-c.udemycdn.com/course/240x135/2580158_b1e9.jpg,Aprende a manipular los aspectos esenciales de la herramienta pincel en Adobe Photoshop 2019,Rating: 4.6 out of 5,538 reviews,31 total mins,8 lectures,All Levels,Diego López,-538,Free
,"Curso de Dibujo de Anime Vol. 1 Creación de Personajes
Dibujo en Adobe FlashRating: 4.6 out of 5509 reviews5 total hours18 lecturesBeginner",https://www.udemy.com/course/curso-de-dibujo-de-anime-vol-1-creacion-de-personajes/,https://img-c.udemycdn.com/course/240x135/1449876_862d_3.jpg,Dibujo en Adobe Flash,Rating: 4.6 out of 5,509 reviews,5 total hours,18 lectures,Beginner,Abel Arenivar,-509,Free
,"Master 3D, de Cero a Héroe Vol.1: Zbrush básico
Aprende las funciones básicas de Zbrush para que inicies tu carrera como creador de personajes 3D.Rating: 4.6 out of 5496 reviews1.5 total hours14 lecturesBeginner",https://www.udemy.com/course/zbrush-para-principiantes-manejo-basico-de-la-herramienta/,https://img-c.udemycdn.com/course/240x135/1171382_6f20_6.jpg,Aprende las funciones básicas de Zbrush para que inicies tu carrera como creador de personajes 3D.,Rating: 4.6 out of 5,496 reviews,1.5 total hours,14 lectures,Beginner,"Mauricio García Arias, Derian Alexander",-496,Free
,"Unreal Engine 4 Fundamentos.
Aprenda os recursos fundamentais do Unreal 4.Rating: 4.5 out of 5483 reviews2 total hours13 lecturesBeginner",https://www.udemy.com/course/unreal-engine-4-fundamentos/,https://img-c.udemycdn.com/course/240x135/1334826_fe21_3.jpg,Aprenda os recursos fundamentais do Unreal 4.,Rating: 4.5 out of 5,483 reviews,2 total hours,13 lectures,Beginner,"Luiz Henrique ""CG Cursos""",-483,Free
,"Como as cores afetam as emoções e influenciam nos espaços
Psicologia das coresRating: 4.8 out of 5483 reviews2 total hours11 lecturesBeginner",https://www.udemy.com/course/cores-emocoes-espacos/,https://img-c.udemycdn.com/course/240x135/2248446_9032.jpg,Psicologia das cores,Rating: 4.8 out of 5,483 reviews,2 total hours,11 lectures,Beginner,Gisele Gobetti,-483,Free
,"Crea Una Página Web Desde Cero Edición Divi
Crea una página Web Impactante en cualquier estilo y sin códigosRating: 4.4 out of 5482 reviews5.5 total hours23 lecturesAll Levels",https://www.udemy.com/course/crea-una-pagina-web-desde-cero-edicion-divi/,https://img-c.udemycdn.com/course/240x135/1257730_dad1_2.jpg,Crea una página Web Impactante en cualquier estilo y sin códigos,Rating: 4.4 out of 5,482 reviews,5.5 total hours,23 lectures,All Levels,Omar Castañeda,-482,Free
,"Curso Impressão 3D
Curso de Impressão 3DRating: 4.7 out of 5472 reviews2 total hours20 lecturesAll Levels",https://www.udemy.com/course/curso-impressao-3d-completo/,https://img-c.udemycdn.com/course/240x135/3060964_e9db.jpg,Curso de Impressão 3D,Rating: 4.7 out of 5,472 reviews,2 total hours,20 lectures,All Levels,Denis Jesus,-472,Free
,"Crea una página web MODERNA con HTML CSS y JS
Aprende a crear una página web desde 0 la página web está hecha con HTML, CSS y JS [Javascript] | Crea sitios webRating: 4.6 out of 5462 reviews2.5 total hours8 lecturesBeginner",https://www.udemy.com/course/crea-tu-primera-pagina-web/,https://img-c.udemycdn.com/course/240x135/2406144_9a1c.jpg,"Aprende a crear una página web desde 0 la página web está hecha con HTML, CSS y JS [Javascript] | Crea sitios web",Rating: 4.6 out of 5,462 reviews,2.5 total hours,8 lectures,Beginner,Jordan Alexander,-462,Free
,"Introdução ao Design Thinking
Explore as 7 etapas do processo do Design conectado ao nosso Laboratório de InovaçãoRating: 4.4 out of 5459 reviews1 total hour26 lecturesBeginner",https://www.udemy.com/course/introdtensaio/,https://img-c.udemycdn.com/course/240x135/2863138_14f4_2.jpg,Explore as 7 etapas do processo do Design conectado ao nosso Laboratório de Inovação,Rating: 4.4 out of 5,459 reviews,1 total hour,26 lectures,Beginner,Pedro Piovan,-459,Free
,"Aprende Photoshop Rapidamente Con Ejemplos Prácticos
Usa Photoshop en tu día a díaRating: 4.6 out of 5455 reviews1.5 total hours10 lecturesBeginner",https://www.udemy.com/course/aprende-photoshop-con-ejemplos-practicos/,https://img-c.udemycdn.com/course/240x135/3285256_479f_5.jpg,Usa Photoshop en tu día a día,Rating: 4.6 out of 5,455 reviews,1.5 total hours,10 lectures,Beginner,Jorge Alberto Isaak Lozano,-455,Free
,"Animación y efectos visuales con After Effects - Parte 1
Aprende todo lo relacionado con animación y efectos visuales de manera profesional y rápidaRating: 4.2 out of 5447 reviews2 total hours32 lecturesBeginner",https://www.udemy.com/course/adobe-after-effects-para-principiantes/,https://img-c.udemycdn.com/course/240x135/3030114_fbe5.jpg,Aprende todo lo relacionado con animación y efectos visuales de manera profesional y rápida,Rating: 4.2 out of 5,447 reviews,2 total hours,32 lectures,Beginner,Andres Torres,-447,Free
,"Solidworks Modelado 3D Preparacion de CSWA
Consigue la certificación de CSWA de Dassault System preparandote para el examen con el curso de Solidworks Essentials.Rating: 4.0 out of 5441 reviews2 total hours16 lecturesBeginner",https://www.udemy.com/course/solidworks-modelado-3d-preparacion-de-cswa/,https://img-c.udemycdn.com/course/240x135/1625912_86de_2.jpg,Consigue la certificación de CSWA de Dassault System preparandote para el examen con el curso de Solidworks Essentials.,Rating: 4.0 out of 5,441 reviews,2 total hours,16 lectures,Beginner,"Rod Ross, EduLatam - Educación para Latinoamerica",-441,Free
,"Responsive Design ile Tüm Cihazlara Uyumlu Web Siteleri
Responsive Design ile tüm cihazlara uyumlu web siteleri hazırlamayı öğrenin.Rating: 4.2 out of 5437 reviews1 total hour21 lecturesAll Levels",https://www.udemy.com/course/responsive-design-ile-tum-cihazlara-uyumlu-web-siteleri/,https://img-c.udemycdn.com/course/240x135/2487362_af69.jpg,Responsive Design ile tüm cihazlara uyumlu web siteleri hazırlamayı öğrenin.,Rating: 4.2 out of 5,437 reviews,1 total hour,21 lectures,All Levels,"Hakan Çamoğlu, Vidobu Eğitim",-437,Free
,"Curso de Google Sites: Crea tu Sitio Web en Minutos
Diseña tu Sitio Web con Dominio Propio y Correos Corporativos | Desde 0, Paso a paso y Sin Saber ProgramarRating: 4.8 out of 5433 reviews1.5 total hours18 lecturesAll Levels",https://www.udemy.com/course/miwebcongoogle/,https://img-c.udemycdn.com/course/240x135/2360832_8f63_3.jpg,"Diseña tu Sitio Web con Dominio Propio y Correos Corporativos | Desde 0, Paso a paso y Sin Saber Programar",Rating: 4.8 out of 5,433 reviews,1.5 total hours,18 lectures,All Levels,Jose Enrique Añazgo,-433,Free
,"Desenhe Moda Feminina
Desenhe seu croqui de moda com facilidadeRating: 4.8 out of 5428 reviews2 total hours16 lecturesAll Levels",https://www.udemy.com/course/desenhe-moda-feminina/,https://img-c.udemycdn.com/course/240x135/2733818_6cce_2.jpg,Desenhe seu croqui de moda com facilidade,Rating: 4.8 out of 5,428 reviews,2 total hours,16 lectures,All Levels,Aída Gabriela Pereira Lima,-428,Free
,"Photoshop para empreendedores, rápido e fácil.
Aprenda as principais ferramentas do Photoshop e desenvolva diversas peças de comunicação para sua empresa.Rating: 4.1 out of 5422 reviews3.5 total hours19 lecturesBeginner",https://www.udemy.com/course/photoshop-para-empreendedores-rapido-e-facil/,https://img-c.udemycdn.com/course/240x135/2167426_c2fb.jpg,Aprenda as principais ferramentas do Photoshop e desenvolva diversas peças de comunicação para sua empresa.,Rating: 4.1 out of 5,422 reviews,3.5 total hours,19 lectures,Beginner,Alexandra Kavouras,-422,Free
,"Curso básico de Edición de Video con Adobe Premiere
Inicia tus conocimientos en edición de video con uno de los programas más destacados en el mundo audiovisual.Rating: 4.5 out of 5422 reviews1.5 total hours13 lecturesBeginner",https://www.udemy.com/course/curso-basico-de-edicion-de-video-con-adobe-premiere-cc/,https://img-c.udemycdn.com/course/240x135/1869142_7abb.jpg,Inicia tus conocimientos en edición de video con uno de los programas más destacados en el mundo audiovisual.,Rating: 4.5 out of 5,422 reviews,1.5 total hours,13 lectures,Beginner,Franklin Díaz,-422,Free
